description,calories,protein,carbs,fat
"Chicken breast, rotisserie, skin not eaten with Oatmeal, multigrain and Salad dressing, NFS, for salads with Almond paste",798.7,47.9,31.4,54.7
"Fish, tuna salad with Sweet potato chips and Green beans, raw",1114.0,30.3,106.3,62.5
"Cottage cheese, farmer's with Rice flour, brown and Spinach, raw",793.5,30.1,123.7,19.4
Lomi salmon with Pasta with tomato-based sauce and cheese and Spinach souffle,396.5,22.7,34.6,18.7
"Beef, steak, sirloin, lean only eaten with Pasta, vegetable, cooked and Carrots, raw, salad",728.0,50.1,57.4,32.9
"Veggie burger, on bun with Apple, candied and Lobster salad",724.0,31.7,91.9,26.4
"Soup, miso or tofu with Banana chips and Pea salad with Walnuts, honey roasted",1094.7,11.2,106.0,74.2
"Burrito, beef, cheese with Bananas, dehydrated, or banana powder and Carrot, dehydrated with Seeds, chia seeds, dried",1333.4,36.3,260.9,24.8
"Egg, Benedict with Pie, berry and Asparagus, canned, cooked with oil with Chia seeds",1008.9,30.0,80.7,64.4
"Tofu, fried with Bread, oatmeal and Spinach, raw with Seeds, chia seeds, dried",2198.4,46.1,94.8,42.1
"Beverages, Protein powder soy based with Pasta, cooked and Carrots, raw, salad with Cashews, unsalted",2965.1,95.5,111.7,32.7
"Beef, steak, ribeye, lean and fat eaten with Pasta, vegetable, cooked and Asparagus, raw",710.5,44.2,43.7,32.7
"Nutritional powder mix (EAS Whey Protein Powder) with Peanut butter sandwich, with regular peanut butter, on wheat bread and Lobster salad with Almonds, flavored",1424.3,136.0,87.2,61.8
"Chicken breast, roll, oven-roasted with Apple, baked and Soup, bean with Avocados, raw, California",1184.0,26.4,49.7,19.2
"Turkey with gravy with Cobbler, berry and Crab salad",722.0,44.1,57.9,34.4
"Beef, steak, sirloin, lean and fat eaten with Bread, oatmeal and Carrots, raw with Avocado, raw",864.5,53.1,83.7,34.0
"Fat, turkey with Cereal, granola and Spinach souffle with Almond oil",2240.6,20.4,108.2,192.9
"Yogurt, Greek, Blueberry, CHOBANI with Flavored pasta and Tomatoes, raw",665.0,15.4,44.9,4.0
"Beef, steak, ribeye, lean and fat eaten with Quinoa, fat added and Tomatoes, raw with Almond butter",768.6,45.5,37.5,48.8
"Beef, steak, strip, lean and fat eaten with Pasta with sauce, NFS and Spinach, raw",607.5,51.0,31.1,29.5
"Chicken breast, rotisserie, skin not eaten with Seeds, breadfruit seeds, boiled and Kale, NS as to form, cooked with Cashews, unsalted",624.6,55.3,57.4,20.3
"Chicken breast, rotisserie, skin eaten with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Green beans, pickled with Walnuts, honey roasted",1136.7,53.9,112.9,50.9
"Egg, Benedict with Pie, berry and Guacamole with tomatoes with Walnuts, honey roasted",1136.2,28.8,84.5,77.9
"Veggie burger, on bun with Bread, whole wheat, with raisins and Asparagus, canned, cooked with oil with Avocado dressing",880.0,34.8,134.2,24.0
"Salmon salad with Flour, rice, brown and Cucumber, for use on a sandwich",883.0,27.6,120.3,32.0
"Bologna, turkey with Bread, pita, whole-wheat and Fried broccoli with Seeds, chia seeds, dried",2259.4,38.6,119.6,44.0
"Beverages, Protein powder soy based with Pasta, cooked and Guacamole with tomatoes",2810.5,93.9,97.5,22.8
"Beef, steak, ribeye, lean and fat eaten with Pasta with tomato-based sauce, restaurant and Spinach, raw",700.5,43.2,30.0,45.0
"Beef, steak, ribeye, lean only eaten with Pasta, cooked and Cucumber and vegetable namasu with Cashews, unroasted",722.6,51.1,63.1,29.3
"Fish oil, salmon with Orange, raw and Soup, bean with Cashews, salted",1581.7,7.3,34.0,158.1
"Chicken breast, roll, oven-roasted with Cereal or granola bar (Quaker Chewy Granola Bar) and Pea salad",1650.0,33.4,118.6,50.3
"Eggs, Grade A, Large, egg yolk with Pasta with cream sauce, restaurant and Soup, bean with Olive oil",2608.0,33.6,36.5,79.9
"Yogurt, Greek, Blueberry, CHOBANI with Bread, sweet potato and Fried broccoli",1099.0,28.1,109.7,17.5
"Nutritional powder mix (EAS Whey Protein Powder) with Banana, baked and Spinach, creamed",909.0,103.6,81.7,18.6
"Frankfurter, turkey with Bread, whole wheat and Cucumber, cooked",1825.5,37.5,73.7,34.5
"Fish, tuna, NFS with Pie, sweet potato and Cucumber, cooked with Almond paste",644.7,38.0,72.3,23.4
"Fish oil, salmon with Quinoa, uncooked and Guacamole with tomatoes with Almond oil",3940.6,23.0,104.4,187.2
"Fish, tuna salad with Orange, raw and Soup, bean",422.5,29.1,43.4,14.9
"Fish, tuna salad with Beans and brown rice and Kale, raw",558.5,36.5,55.0,22.2
"Eggs, Grade A, Large, egg yolk with Pasta, vegetable, cooked and Spinach, creamed with Cookie, peanut butter",2452.9,34.8,56.2,53.0
"Fat, turkey with Bread, sweet potato and Lobster salad",1898.5,23.2,69.3,169.4
"Beef, steak, strip, lean and fat eaten with Seeds, breadfruit seeds, boiled and Spinach, creamed with Avocado, raw",759.0,50.0,55.4,36.7
"Mayonnaise, made with tofu with Pasta, cooked and Salad dressing, NFS, for salads with Almonds, flavored",2780.3,21.9,59.5,101.6
"Turkey with gravy with Cereal, granola and Crab salad",1005.5,54.8,104.7,40.6
"Fish, tofu, and vegetables, tempura with Pasta with tomato-based sauce and cheese and Green beans, pickled",498.0,13.3,40.3,31.5
"Tofu, fried with Seeds, breadfruit seeds, boiled and Soup, tomato",1966.0,36.8,64.9,34.2
"Fish, tuna, cooked with Orange Blossom and Asparagus, frozen, unprepared",435.0,49.5,18.1,8.3
"Fish, tuna, NFS with Cereal, granola and Green bean casserole",813.5,45.2,108.2,23.1
"Bologna, turkey with Cobbler, berry and Kale, raw with Almond butter",791.1,27.1,68.9,46.7
"Nutritional powder mix, protein, NFS with Beans and brown rice and Green beans, pickled with Oil, avocado",957.6,128.4,56.8,24.4
"Tofu yogurt with Peanut butter sandwich, with regular peanut butter, on white bread and Pea salad",1344.0,29.1,94.4,47.0
"Beef, steak, ribeye, lean only eaten with Banana nectar and Asparagus, frozen, unprepared with Walnuts, honey roasted",580.2,44.8,35.5,29.7
"Lomi salmon with Marmalade, orange and Kale, raw",1670.0,14.7,108.8,4.3
"Fish, tuna, raw with Sherbet, orange and Asparagus, canned, cooked with oil with Nuts, walnuts, english",1522.5,42.6,50.0,17.1
"Chicken breast tenders, breaded, uncooked with Peanut butter sandwich, with regular peanut butter, on white bread and Spinach souffle",2351.0,48.6,89.4,62.7
"Fat, turkey with Apple, baked and Fried green beans",1742.5,4.5,56.9,167.2
"Turkey with gravy with Rice flour, brown and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust with Flax seeds",2063.8,56.2,152.8,29.2
"Pastrami, turkey with Bread, pita, whole-wheat and Guacamole with tomatoes with Avocado, for use on a sandwich",2027.5,41.3,98.2,27.2
"Yogurt, Greek, plain, nonfat with Bread, pita, whole wheat and Green beans, raw",524.5,32.1,96.7,3.4
"Frankfurter, turkey with Cobbler, berry and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust with Chia seeds",3068.9,36.8,96.8,58.1
"Chicken breast tenders, breaded, uncooked with Bread, pita, whole-wheat and Asparagus, canned, cooked with oil",3345.0,38.8,108.7,29.8
"Salmon salad with Cobbler, berry and Carrots, raw with Peanut butter and jelly",774.8,22.8,75.0,43.4
"Pastrami, turkey with Oatmeal, multigrain and Kale, frozen, unprepared",408.5,30.3,28.2,10.5
"Burrito, chicken, cheese with Bread, pita, whole wheat and Kale, frozen, unprepared",875.0,38.0,131.2,15.1
Nutritional powder mix (EAS Soy Protein Powder) with Banana chips and Fried broccoli,1609.0,79.2,175.9,68.6
"Salmon salad with Oatmeal, multigrain and Tomatoes, raw",423.5,20.2,26.4,27.0
"Beef, steak, ribeye, lean and fat eaten with Cereal, granola and Soup, pepperpot",1154.5,53.0,107.8,57.7
"Pastrami, turkey with Pie, berry and Green bean casserole",723.5,31.2,71.4,34.7
"Lomi salmon with Flavored pasta and Soup, bean",287.5,18.8,38.3,6.9
"Chicken breast, roll, oven-roasted with Cookie, granola and Broccoli, raw with Cashews, unroasted",1664.1,41.5,113.9,45.2
"Lomi salmon with Sweet potato chips and Cucumber, cooked",928.5,16.4,93.1,54.3
"Almond chicken with Pasta with tomato-based sauce, restaurant and Guacamole with tomatoes with Avocado, raw",701.5,30.8,43.7,47.0
"Pastrami, turkey with Bread, whole wheat and Spinach, raw",616.5,45.8,72.1,15.3
"Chicken breast, rotisserie, skin eaten with Pasta with tomato-based sauce, restaurant and Kale, NS as to form, cooked with Chia seeds",644.4,50.2,38.7,32.4
"Fish, tuna, raw with Apple, dried and Cucumber, for use on a sandwich with Oil, corn, peanut, and olive",676.6,38.6,101.8,16.4
"Burrito, chicken, cheese with Bananas, dehydrated, or banana powder and Spinach, raw",912.0,29.3,177.4,15.4
"Nutritional powder mix (EAS Soy Protein Powder) with Peanut butter sandwich, with regular peanut butter, on white bread and Cucumber, raw",1196.5,92.9,128.6,35.9
"Salmon salad with Pasta, cooked and Oil, olive, salad or cooking with Walnut oil",4387.6,24.9,50.1,142.4
"Fish oil, salmon with Cobbler, berry and Oil, olive, salad or cooking with Avocado, for use on a sandwich",5423.5,4.3,55.6,265.5
"Veggie burger, on bun with Apple, candied and Muffin, carrot with Avocados, raw, California",955.5,26.8,136.4,26.5
"Bologna, turkey with Orange, raw and Carrots, raw, salad",600.5,19.7,42.3,40.0
"Fish, tuna, raw with Bananas, dehydrated, or banana powder and Green beans, raw with Nuts, walnuts, glazed",797.5,45.6,147.0,9.1
"Beef salad with Banana chips and Muffin, carrot",1484.0,35.2,136.4,92.6
"Cottage cheese, farmer's with Cereal or granola bar (Quaker Chewy Granola Bar) and Kale, raw with Nuts, walnuts, english",1295.0,30.1,118.3,50.7
"Beef and broccoli with Bread, pita, whole-wheat and Cucumber, raw",1906.0,31.0,94.4,18.7
"Lomi salmon with Oatmeal, NFS and Crab salad",392.0,24.0,23.0,22.6
"Pastrami, turkey with Banana nectar and Oil, olive, salad or cooking with Oil, corn, peanut, and olive",4152.1,24.8,32.0,124.5
"Frankfurter, turkey with Pie, berry and Soup, bean with Cashews, unsalted",2013.1,29.0,81.4,57.0
"Nutritional powder mix (EAS Whey Protein Powder) with Quinoa, no added fat and Kale, NS as to form, cooked with Cookie, peanut butter",897.5,111.0,72.1,18.4
"Mayonnaise, made with tofu with Beans and brown rice and Tomatoes, raw",2288.0,19.3,45.1,54.8
"Egg, creamed with Oatmeal, multigrain and Soup, pepperpot",397.0,17.9,33.4,22.0
"Bologna, turkey with Bread, sweet potato and Carrot, dehydrated with Almond oil",1148.6,38.2,154.7,44.8
"Beverages, Protein powder whey based with Pasta with tomato-based sauce, restaurant and Asparagus, canned, cooked with oil",813.0,124.3,39.4,17.8
"Yogurt, Greek, plain, lowfat with Sherbet, orange and Tomato powder with Soup, peanut",1675.7,30.0,127.5,7.1
"Turkey with gravy with Pasta with tomato-based sauce, restaurant and Fried green beans with Olive oil",785.5,39.8,52.8,45.0
"Tofu yogurt with Crisp, apple and Crab salad with Oil, corn, peanut, and olive",1234.1,18.9,70.5,48.0
"Beef, steak, strip, lean and fat eaten with Bread, oatmeal and Asparagus, raw with Walnuts, honey roasted",981.7,55.6,81.0,40.2
"Chicken breast, rotisserie, skin eaten with Sherbet, orange and Tomatoes, raw",1185.5,42.0,49.8,14.8
"Chicken breast, roll, oven-roasted with Orange Blossom and Cucumber, cooked with Avocado dressing",1099.0,23.8,21.1,21.6
Turkey with gravy with Banana nectar and Crab salad,486.5,40.5,30.7,21.3
"Chicken breast, rotisserie, skin eaten with Apple, dried and Green bean casserole with Almonds, flavored",772.9,45.9,109.0,22.2
Beef salad with Banana nectar and Crab salad,690.5,36.6,32.6,45.1
Orange chicken with Pasta with tomato-based sauce and cheese and Lobster salad,758.5,37.6,57.4,41.7
"Mayonnaise, made with tofu with Marmalade, orange and Asparagus, raw",3655.0,11.6,107.9,47.8
"Beef, steak, ribeye, lean only eaten with Cookie, granola and Asparagus, canned, cooked with oil",1086.0,56.5,102.4,50.7
"Fish, salmon, canned with Beans and brown rice and Asparagus, canned, cooked with oil",492.0,48.6,38.8,16.7
"Yogurt, Greek, plain, nonfat with Orange Blossom and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",1488.5,28.3,49.9,15.1
"Yogurt, Greek, plain, nonfat with Seeds, breadfruit seeds, boiled and Tomato powder",645.5,36.3,128.2,4.4
"Beef, steak, sirloin, lean only eaten with Sweet potato chips and Spinach, raw",1144.5,49.3,87.2,65.9
"Eggs, Grade A, Large, egg yolk with Pasta, cooked and Asparagus, frozen, unprepared",2359.5,36.2,51.6,44.8
"Beef, steak, ribeye, lean and fat eaten with Seeds, breadfruit seeds, boiled and Asparagus, canned, cooked with oil with Olive oil",865.5,45.3,50.4,54.5
"Fish, tuna, cooked with Oatmeal, multigrain and Asparagus, canned, cooked with oil",393.0,50.7,20.7,11.9
"Fish, tofu, and vegetables, tempura with Bananas, dehydrated, or banana powder and Pea salad",964.5,14.8,149.9,40.7
"Mayonnaise, made with tofu with Pie, sweet potato and Soup, pepperpot with Flax seeds",2601.2,22.1,78.2,73.7
"Soup, miso or tofu with Pasta with cream sauce, restaurant and Muffin, carrot with Soup, peanut",669.2,14.4,72.5,36.2
"Fish, tuna, NFS with Apple, candied and Asparagus, frozen, unprepared with Nuts, walnuts, english",763.5,36.0,50.7,14.6
"Burrito, chicken, cheese with Cereal or granola bar (Quaker Granola Bites) and Spinach, creamed",1132.5,33.8,148.0,44.4
"Egg burrito with Bread, whole wheat and Tomato powder with Avocados, raw, California",1161.0,48.0,170.7,28.6
"Fish, salmon, canned with Bread, pita, whole-wheat and Cucumber, cooked with Cashews, salted",1985.7,54.6,91.9,19.2
"Egg burrito with Cookie, granola and Green beans, raw with Almond oil",1242.1,33.0,137.6,62.2
"Lomi salmon with Banana chips and Carrots, raw, salad with Soup, peanut",1093.7,16.5,111.4,69.7
"Beef, steak, ribeye, lean and fat eaten with Banana chips and Carrot, dehydrated",1553.0,46.8,167.2,84.4
"Beef, steak, strip, lean and fat eaten with Bread, pita, whole wheat and Fried broccoli with Walnut oil",1141.6,58.3,106.2,55.4
"Beef, steak, ribeye, lean only eaten with Apple, candied and Salad dressing, NFS, for salads with Olive oil",1111.0,43.0,50.3,83.5
"Almond chicken with Flavored rice, brown and wild and Cucumber, cooked",496.5,28.3,39.1,26.2
"Chicken breast, roll, oven-roasted with Banana chips and Tomatoes, raw with Cashew butter",1732.8,28.0,98.9,70.1
"Fish, tuna, cooked with Bread, pita, whole wheat and Crab salad",845.0,69.6,85.1,26.2
"Bologna, turkey with Orange Blossom and Carrots, raw, salad",672.5,19.2,38.6,40.1
"Mayonnaise, made with tofu with Crisp, apple and Broccoli, raw",2386.5,15.7,56.1,62.4
"Yogurt, Greek, plain, lowfat with Banana, raw and Asparagus, frozen, unprepared with Cashews, unroasted",713.1,21.6,49.0,10.5
"Beef, steak, strip, lean and fat eaten with Bread, whole wheat and Kale, raw",809.0,60.7,69.1,31.8
"Fish, tuna salad with Bread, pita, whole wheat and Asparagus, canned, cooked with oil",718.5,40.8,100.3,20.0
"Pastrami, turkey with Quinoa, fat added and Green beans, pickled",481.5,32.4,46.3,17.7
"Pastrami, turkey with Orange Blossom and Carrot, dehydrated",696.5,33.4,98.6,11.2
"Fish, tuna, canned with Pie, berry and Lobster salad",773.5,43.5,60.6,40.0
"Fish, tuna, canned with Cookie, oatmeal and Pea salad with Peanut butter and jelly",1047.3,42.5,120.7,46.4
"Beverages, Protein powder soy based with Crisp, berry and Fried green beans with Avocado dressing",3059.1,92.8,116.5,42.4
"Beef, steak, ribeye, lean only eaten with Bread, whole wheat and Spinach, raw with Nuts, walnuts, glazed",828.0,62.2,74.2,32.0
"Chicken breast, rotisserie, skin eaten with Oatmeal, multigrain and Spinach, creamed",436.5,45.1,24.5,18.3
"Tofu, fried with Seeds, breadfruit seeds, roasted and Spinach, raw with Flax seeds",2114.2,43.1,81.0,40.6
"Bologna, turkey with Orange, raw and Cucumber and vegetable namasu",444.5,18.9,36.9,24.4
"Yogurt, Greek, strawberry, lowfat with Pasta with vegetables, no sauce or dressing and Broccoli, raw",913.5,21.5,59.4,9.5
"Fish, tuna, raw with Seeds, breadfruit seeds, raw and Green beans, raw",490.0,49.7,51.2,9.4
"Fish, salmon, canned with Bread, whole wheat and Kale, NS as to form, cooked",654.0,58.4,69.3,15.9
"Tofu, fried with Cereal or granola bar (Quaker Chewy Granola Bar) and Carrots, raw",2366.0,37.5,128.3,55.4
"Beef, steak, strip, lean and fat eaten with Quinoa, fat added and Carrots, raw with Olive oil",791.0,46.5,40.0,48.3
"Yogurt, Greek, strawberry, lowfat with Quinoa, no added fat and Kale, NS as to form, cooked with Oil, corn, peanut, and olive",1040.1,21.9,54.9,26.0
"Bologna, turkey with Oatmeal, NFS and Bean salad, yellow and/or green string beans with Seeds, chia seeds, dried",609.4,26.4,43.1,37.5
"Nutritional powder mix (EAS Soy Protein Powder) with Oatmeal, multigrain and Tomatoes, raw",711.5,75.4,88.2,6.4
"Yogurt, Greek, with oats with Bread, oatmeal and Carrot, dehydrated with Oil, corn, peanut, and olive",1100.6,34.5,182.4,28.6
"Beverages, Protein powder whey based with Quinoa, cooked and Soup, pepperpot with Cashews, salted",885.7,129.0,52.8,18.1
"Eggs, Grade A, Large, egg whole with Cookie, oatmeal and Tomatoes, raw",1620.5,28.7,108.5,42.4
"Salmon salad with Orange Blossom and Broccoli, raw",505.5,19.7,24.3,26.8
"Nutritional powder mix, protein, NFS with Bananas, dehydrated, or banana powder and Tomatoes, raw",1067.0,123.8,145.9,5.4
"Tofu yogurt with Banana, raw and Guacamole with tomatoes with Almond butter",977.6,11.3,69.3,24.1
"Bologna, turkey with Quinoa, no added fat and Soup, tomato with Chia seeds",585.4,26.8,48.8,31.9
"Eggs, Grade A, Large, egg yolk with Pasta with vegetables, no sauce or dressing and Cucumber, for use on a sandwich",2332.0,31.6,39.1,48.7
"Beef, steak, sirloin, lean only eaten with Sweet potato paste and Guacamole with tomatoes with Almond butter",1022.6,47.8,124.0,38.5
"Eggs, Grade A, Large, egg whole with Cereal or granola bar (Quaker Chewy Granola Bar) and Muffin, carrot",1866.5,32.1,151.2,53.0
"Pastrami, turkey with Banana nectar and Cucumber, for use on a sandwich",335.5,25.5,35.0,9.7
"Eggs, Grade A, Large, egg white with Apple, baked and Asparagus, frozen, unprepared",276.0,19.8,41.7,4.9
"Lomi salmon with Beans and brown rice and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",1583.0,32.9,71.9,23.8
"Yogurt, Greek, plain, nonfat with Peanut butter sandwich, with regular peanut butter, on white bread and Carrots, raw, salad with Chia seeds",949.4,40.0,89.2,51.2
"Yogurt, Greek, plain, lowfat with Bread, whole wheat, with raisins and Green bean casserole",948.5,29.8,97.5,11.3
"Beverages, Protein powder whey based with Banana nectar and Soup, tomato with Oil, walnut",1213.0,118.2,40.0,17.9
"Fish, tuna, raw with Flavored rice, brown and wild and Spinach souffle",450.5,46.4,36.1,12.6
"Beef and broccoli with Orange, raw and Kale, NS as to form, cooked with Soup, peanut",397.2,20.6,31.2,21.2
"Yogurt, Greek, Blueberry, CHOBANI with Marmalade, orange and Green beans, raw with Cashews, salted",2186.2,15.5,130.8,7.8
"Yogurt, Greek, Blueberry, CHOBANI with Cereal or granola bar (Quaker Chewy Granola Bar) and Fried broccoli",1364.5,23.6,146.9,38.1
"Lomi salmon with Seeds, breadfruit seeds, raw and Salad dressing, NFS, for salads",806.5,23.7,54.7,55.7
"Beverages, Protein powder whey based with Flour, rice, brown and Cucumber salad made with cucumber and vinegar",1109.5,128.4,129.4,8.2
"Yogurt, Greek, strawberry, lowfat with Flavored rice, brown and wild and Green beans, raw",857.5,18.3,54.9,7.4
"Burrito, chicken, cheese with Banana, baked and Fried green beans",830.5,25.9,114.0,29.8
"Yogurt, Greek, plain, lowfat with Bread, pita, whole wheat and Kale, frozen, unprepared",966.5,32.3,94.6,5.9
"Beef, steak, strip, lean and fat eaten with Crisp, berry and Cucumber, for use on a sandwich with Almond paste",819.7,46.4,59.3,44.0
"Chicken breast, roll, oven-roasted with Orange Blossom and Cucumber salad made with cucumber and vinegar",1024.0,23.3,23.5,12.0
"Chicken breast, sauteed, skin eaten with Seeds, breadfruit seeds, boiled and Cucumber, raw with Cashews, unsalted",664.6,49.4,55.7,26.8
"Chicken breast tenders, breaded, uncooked with Oatmeal, multigrain and Green beans, raw",1774.0,27.2,48.2,24.7
"Fish, tuna salad with Seeds, breadfruit seeds, roasted and Fried green beans with Cookie, peanut butter",885.0,38.7,105.8,34.4
"Frankfurter, turkey with Sweet potato tots and Cucumber, for use on a sandwich with Cashews, NFS",1788.1,24.6,69.5,47.1
"Chicken breast, rotisserie, skin not eaten with Sweet potato chips and Spinach, raw with Cookie, peanut butter",1107.5,50.6,95.9,57.8
"Fat, turkey with Banana nectar and Lobster salad",1648.0,10.7,28.2,165.3
"Chicken breast, roll, oven-roasted with Pasta with tomato-based sauce, restaurant and Cucumber, raw",1099.0,27.6,33.2,23.6
"Beef, steak, ribeye, lean only eaten with Pasta with tomato-based sauce, restaurant and Broccoli, raw with Cashews, salted",710.7,49.6,38.6,40.2
"Yogurt, Greek, plain, lowfat with Pie, berry and Asparagus, raw",1001.5,21.9,69.1,26.1
"Beef, steak, sirloin, lean and fat eaten with Sweet potato paste and Soup, pepperpot",941.5,43.1,119.5,31.2
"Fish, salmon, canned with Marmalade, orange and Kale, raw",1784.0,40.3,103.9,7.8
"Chicken breast, sauteed, skin eaten with Orange Blossom and Green beans, pickled",510.0,41.1,25.0,16.6
"Fish, tuna, cooked with Bread, pita, whole-wheat and Oil, olive, salad or cooking",5614.0,60.2,83.9,110.3
"Veggie burger, on bun with Cereal or granola bar (Quaker Chewy Granola Bar) and Kale, frozen, unprepared with Chia seeds",1151.9,33.1,162.7,37.7
"Mayonnaise, made with tofu with Sweet potato chips and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust with Cashews, salted",4155.2,27.5,124.6,117.3
"Egg, Benedict with Pasta with tomato-based sauce, restaurant and Bean salad, yellow and/or green string beans with Chia seeds",853.9,31.8,59.7,54.7
"Yogurt, Greek, plain, lowfat with Pasta, gluten free and Cucumber and vegetable namasu",782.0,20.2,75.2,4.6
"Nutritional powder mix (EAS Soy Protein Powder) with Banana, baked and Asparagus, canned, cooked with oil with Avocado, raw",918.0,75.0,118.2,15.9
"Yogurt, Greek, Blueberry, CHOBANI with Apple, raw and Cucumber, cooked with Walnut oil",783.6,11.8,44.8,18.8
"Beef, steak, strip, lean and fat eaten with Cereal or granola bar (Quaker Granola Bites) and Salad dressing, NFS, for salads",1499.5,51.4,105.3,95.8
"Veggie burger, on bun with Banana chips and Muffin, carrot with Walnut oil",1561.1,27.9,178.2,86.4
"Beverages, Protein powder soy based with Bread, oatmeal and Spinach, creamed with Cashews, unsalted",3011.1,100.6,127.0,28.2
"Fish, tuna salad with Pasta with tomato-based sauce, restaurant and Asparagus, canned, cooked with oil",565.5,31.2,44.1,29.4
"Fish, tuna salad with Sweet potato chips and Guacamole with tomatoes with Walnut oil",1351.6,30.2,107.0,90.3
"Beef, steak, sirloin, lean and fat eaten with Banana, raw and Soup, tomato",557.5,41.1,37.7,25.8
"Chicken breast, rotisserie, skin eaten with Pie, berry and Tomato powder with Avocado dressing",1087.5,57.5,135.2,41.6
"Beverages, Protein powder soy based with Bread, pita, whole wheat and Cucumber and vegetable namasu with Olive oil",3014.0,98.6,139.4,26.1
"Fish, tuna, cooked with Banana nectar and Fried broccoli",598.0,50.1,49.4,20.8
"Egg, Benedict with Bread, whole wheat, toasted and Bean salad, yellow and/or green string beans",959.5,44.5,96.8,44.0
"Chicken breast, rotisserie, skin eaten with Pasta with cream sauce, restaurant and Cucumber, for use on a sandwich",584.5,45.8,26.4,32.6
"Chicken breast, sauteed, skin eaten with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Crab salad",1217.0,59.3,98.7,62.5
"Bologna, turkey with Pie, berry and Green bean casserole",828.5,23.8,73.4,49.4
"Nutritional powder mix (EAS Whey Protein Powder) with Bread, sweet potato and Carrots, raw, salad",1151.0,114.2,112.6,27.7
"Eggs, Grade A, Large, egg whole with Banana nectar and Spinach souffle",1164.5,24.7,35.6,23.8
"Beef, steak, strip, lean and fat eaten with Cereal, granola and Muffin, carrot with Olive oil",1472.0,59.1,145.4,72.7
