fdc_id,description,data_type,query_term,protein_g,fat_g,carbs_g,calories
2055160,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
1856156,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2409972,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2250816,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2382313,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2240473,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2115026,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2306893,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2314301,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
616402,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
1860858,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
1860921,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2671308,VEGETABLE OIL,Branded,vegetable oil,0.0,93.3,0.0,867.0
2326892,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2654277,VEGETABLE OIL,Branded,vegetable oil,0.0,93.3,0.0,800.0
2273724,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2021554,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2455121,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2022777,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2508578,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2118747,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2192261,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2507452,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2023464,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
1123984,VEGETABLE OIL,Branded,vegetable oil,0.0,93.3,0.0,800.0
1815387,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2288237,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
1996633,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
1996599,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2239119,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2055162,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2056020,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2636252,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2133030,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,929.0
2409406,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2413805,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2014859,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2385206,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2641965,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2410023,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2039798,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,929.0
2502042,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2545624,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2144698,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2022714,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2426216,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2399262,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
1970778,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2095719,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2433321,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2240492,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2056211,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2072749,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2437029,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2251382,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
1890179,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
1914462,VEGETABLE OIL,Branded,vegetable oil,0.0,92.0,0.0,828.0
1996632,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
1906046,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2413808,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2642012,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
1923905,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2152562,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,929.0
2152558,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,929.0
2327350,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,867.0
2414810,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2016717,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2114608,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2114619,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2115028,VEGETABLE OIL,Branded,vegetable oil,0.0,100.0,0.0,857.0
2125999,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2158377,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2170923,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
2133976,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
1857558,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
1919401,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2576212,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
2022929,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
2218974,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2313424,AVOCADO OIL,Branded,avocado oil,0.0,100.0,0.0,886.0
2145309,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
2628597,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
2086239,AVOCADO OIL,Branded,avocado oil,0.0,90.0,0.0,900.0
2612032,AVOCADO OIL,Branded,avocado oil,0.0,100.0,0.0,929.0
2194712,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
2587879,AVOCADO OIL,Branded,avocado oil,0.0,100.0,0.0,857.0
2194964,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
2166173,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2134315,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
1947135,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2158376,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2178045,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
2653132,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2543069,AVOCADO OIL,Branded,avocado oil,0.0,100.0,0.0,857.0
2543220,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
2628595,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
2157869,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2166959,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
2296051,AVOCADO OIL,Branded,avocado oil,0.0,100.0,0.0,929.0
2375735,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
2244987,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2173218,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2324037,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
1911060,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2664666,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2104210,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2386213,AVOCADO OIL,Branded,avocado oil,0.0,100.0,0.0,929.0
2278928,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
2628596,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
2450064,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,867.0
2425887,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2632140,AVOCADO OIL,Branded,avocado oil,0.0,93.3,0.0,800.0
2710208,Avocado dressing,Survey (FNDDS),avocado oil,1.9,43.33,7.36,427.0
2709223,"Avocado, raw",Survey (FNDDS),avocado oil,2.0,14.66,8.53,160.0
2710248,"Avocado, for use on a sandwich",Survey (FNDDS),avocado oil,2.0,14.66,8.53,160.0
171706,"Avocados, raw, California",SR Legacy,avocado oil,1.96,15.4,8.64,697.0
171707,"Avocados, raw, Florida",SR Legacy,avocado oil,2.23,10.1,7.82,120.0
2708960,"Sushi roll, avocado",Survey (FNDDS),avocado oil,1.8,1.47,17.65,93.0
2278396,"AVOCADO OIL, AVOCADO",Branded,avocado oil,0.0,100.0,0.0,929.0
2416280,"AVOCADO OIL SPRAY, AVOCADO OIL",Branded,avocado oil,0.0,100.0,0.0,1000.0
2676068,"MAYO WITH AVOCADO OIL, AVOCADO OIL",Branded,avocado oil,0.0,28.6,7.14,286.0
2676069,"MAYO WITH AVOCADO OIL, AVOCADO OIL",Branded,avocado oil,0.0,32.1,7.14,321.0
171705,"Avocados, raw, all commercial varieties",SR Legacy,avocado oil,2.0,14.7,8.53,160.0
2590022,"AVOCADO OIL CAESAR DRESSING, AVOCADO OIL",Branded,avocado oil,0.0,33.3,6.67,333.0
2213922,"AVOCADO OIL COOKING SPRAY, AVOCADO OIL",Branded,avocado oil,0.0,0.0,0.0,0.0
2366529,"AVOCADO OIL COOKING SPRAY, AVOCADO OIL",Branded,avocado oil,0.0,0.0,0.0,0.0
1987651,"AVOCADO OIL COOKING SPRAY, AVOCADO OIL",Branded,avocado oil,0.0,0.0,0.0,0.0
2118002,"AVOCADO OIL MAYONNAISE DRESSING, AVOCADO OIL",Branded,avocado oil,0.0,46.7,6.67,400.0
2117999,"AVOCADO OIL MAYONNAISE DRESSING, AVOCADO OIL",Branded,avocado oil,0.0,46.7,6.67,400.0
2268322,"AVOCADO OIL MAYONNAISE DRESSING, AVOCADO OIL",Branded,avocado oil,0.0,46.7,6.67,400.0
2321909,"MAYONNAISE MADE WITH AVOCADO OIL, AVOCADO OIL",Branded,avocado oil,0.0,76.9,0.0,692.0
2677635,"PLANT BUTTER WITH AVOCADO OIL, AVOCADO OIL",Branded,avocado oil,0.0,78.6,0.0,714.0
2463327,"PLANT BUTTER WITH AVOCADO OIL, AVOCADO OIL",Branded,avocado oil,0.0,78.6,0.0,714.0
2670011,"AVOCADO OIL SPRAY, AVOCADO",Branded,avocado oil,0.0,0.0,0.0,0.0
2498419,SESAME OIL,Branded,sesame oil,0.0,93.3,0.0,800.0
1585458,SESAME OIL,Branded,sesame oil,0.0,92.0,0.0,827.0
2639931,SESAME OIL,Branded,sesame oil,0.0,100.0,0.0,893.0
2018817,SESAME OIL,Branded,sesame oil,0.0,100.0,0.0,857.0
1857544,SESAME OIL,Branded,sesame oil,0.0,93.3,0.0,800.0
1911199,SESAME OIL,Branded,sesame oil,0.0,93.3,0.0,800.0
2665528,SESAME OIL,Branded,sesame oil,0.0,100.0,0.0,857.0
2710211,Sesame dressing,Survey (FNDDS),sesame oil,3.1,45.2,8.6,443.0
2706444,Sesame chicken,Survey (FNDDS),sesame oil,14.33,14.25,26.88,293.0
2707586,Sesame seeds,Survey (FNDDS),sesame oil,20.45,61.21,11.73,631.0
2710226,"Sesame dressing, light",Survey (FNDDS),sesame oil,0.39,6.68,9.99,102.0
168087,"Restaurant, Chinese, sesame chicken",SR Legacy,sesame oil,14.3,14.2,26.9,293.0
170192,"Seeds, sesame flour, high-fat",SR Legacy,sesame oil,30.8,37.1,26.6,526.0
170560,"Seeds, sesame flour, low-fat",SR Legacy,sesame oil,50.1,1.75,35.5,333.0
170153,"Seeds, sesame flour, partially defatted",SR Legacy,sesame oil,40.3,11.9,35.1,382.0
170561,"Seeds, sesame meal, partially defatted",SR Legacy,sesame oil,17.0,48.0,26.0,567.0
170150,"Seeds, sesame seeds, whole, dried",SR Legacy,sesame oil,17.7,49.7,23.4,573.0
1867384,"BEANCURD WITH SESAME OIL, SESAME OIL",Branded,sesame oil,8.33,8.33,0.0,108.0
171006,"Salad dressing, sesame seed dressing, regular",SR Legacy,sesame oil,3.1,45.2,8.6,443.0
169412,"Seeds, sesame seed kernels, dried (decorticated)",SR Legacy,sesame oil,20.4,61.2,11.7,631.0
170151,"Seeds, sesame seeds, whole, roasted and toasted",SR Legacy,sesame oil,17.0,48.0,25.7,565.0
168856,"Snacks, sesame sticks, wheat-based, salted",SR Legacy,sesame oil,10.9,36.7,46.5,541.0
170653,"Snacks, sesame sticks, wheat-based, unsalted",SR Legacy,sesame oil,10.9,36.7,46.5,541.0
171314,"Butter, Clarified butter (ghee)",SR Legacy,butter,0.0,100.0,0.0,900.0
2710302,Fruit butter,Survey (FNDDS),butter,0.39,0.3,42.47,173.0
2710156,"Butter, tub",Survey (FNDDS),butter,0.49,78.3,0.0,731.0
2710157,"Butter, light",Survey (FNDDS),butter,3.3,55.1,0.0,499.0
2707533,Almond butter,Survey (FNDDS),butter,20.67,52.72,21.11,641.0
2710154,"Butter, NFS",Survey (FNDDS),butter,0.85,82.2,0.06,743.0
2710155,"Butter, stick",Survey (FNDDS),butter,0.85,82.2,0.06,743.0
2707536,Cashew butter,Survey (FNDDS),butter,12.12,53.03,30.3,609.0
174987,"Croissants, butter",SR Legacy,butter,8.2,21.0,45.8,406.0
2710179,Honey butter,Survey (FNDDS),butter,0.53,33.85,48.5,485.0
2707537,Peanut butter,Survey (FNDDS),butter,22.21,51.36,22.31,598.0
2710170,Lemon-butter sauce,Survey (FNDDS),butter,0.8,74.0,0.74,671.0
2707952,"Cookie, peanut butter",Survey (FNDDS),butter,8.92,23.82,58.15,473.0
2710163,"Butter replacement, powder",Survey (FNDDS),butter,2.0,1.0,89.0,373.0
2707550,"Peanut butter sandwich, with regular peanut butter, on white bread",Survey (FNDDS),butter,13.88,20.21,39.85,382.0
2707551,"Peanut butter sandwich, with regular peanut butter, on wheat bread",Survey (FNDDS),butter,15.16,20.46,37.38,380.0
2708147,"Crackers, butter, flavored",Survey (FNDDS),butter,6.64,26.43,61.3,510.0
2710168,"Ghee, clarified butter",Survey (FNDDS),butter,0.28,99.48,0.0,876.0
2710161,"Butter replacement, liquid",Survey (FNDDS),butter,0.17,59.81,0.86,533.0
2708270,"Pretzels, soft, ready-to-eat, unsalted, buttered",Survey (FNDDS),unsalted butter,8.12,4.05,70.34,350.0
2708272,"Pretzels, soft, ready-to-eat, unsalted, no butter",Survey (FNDDS),unsalted butter,8.2,3.1,71.04,345.0
2707489,"Almonds, unsalted",Survey (FNDDS),unsalted butter,20.33,53.96,20.38,607.0
2707497,"Cashews, unsalted",Survey (FNDDS),unsalted butter,14.85,47.96,31.71,584.0
2707524,"Pecans, unsalted",Survey (FNDDS),unsalted butter,9.66,74.08,12.32,754.0
2707516,"Peanuts, roasted, unsalted",Survey (FNDDS),unsalted butter,28.03,52.5,15.26,599.0
2707530,"Pistachio nuts, unsalted",Survey (FNDDS),unsalted butter,20.42,47.44,27.43,582.0
2709438,"Potato chips, unsalted",Survey (FNDDS),unsalted butter,6.25,30.3,59.66,537.0
174790,"Pretzels, soft, unsalted",SR Legacy,unsalted butter,8.2,3.1,71.0,345.0
2707581,"Pumpkin seeds, unsalted",Survey (FNDDS),unsalted butter,29.84,49.05,14.71,574.0
2707508,"Mixed nuts, with peanuts, unsalted",Survey (FNDDS),unsalted butter,19.75,54.25,21.07,615.0
2707519,"Peanuts, dry roasted, unsalted",Survey (FNDDS),unsalted butter,24.35,49.66,21.26,587.0
2708251,"Pretzels, hard, plain, unsalted",Survey (FNDDS),unsalted butter,9.1,3.5,79.2,381.0
2707582,"Sunflower seeds, plain, unsalted",Survey (FNDDS),unsalted butter,19.33,49.8,24.07,582.0
2708211,"Tortilla chips, low fat, unsalted",Survey (FNDDS),unsalted butter,11.0,5.7,80.1,416.0
2707510,"Mixed nuts, without peanuts, unsalted",Survey (FNDDS),unsalted butter,16.45,55.95,22.18,625.0
2708279,"Pretzels, soft, from frozen, unsalted",Survey (FNDDS),unsalted butter,8.2,3.1,71.04,345.0
170246,"Snacks, popcorn, air-popped (Unsalted)",SR Legacy,unsalted butter,12.0,4.2,77.9,382.0
170649,"Snacks, potato chips, plain, unsalted",SR Legacy,unsalted butter,7.0,34.6,52.9,536.0
174783,"Snacks, sweet potato chips, unsalted",SR Legacy,unsalted butter,2.94,32.4,56.8,532.0
170654,"Snacks, trail mix, regular, unsalted",SR Legacy,unsalted butter,13.8,29.4,44.9,462.0
170254,"Snacks, tortilla chips, low fat, unsalted",SR Legacy,unsalted butter,11.0,5.7,80.1,416.0
172344,"Butter, light, stick, without salt",SR Legacy,salted butter,3.3,55.1,0.0,499.0
2708269,"Pretzels, soft, ready-to-eat, salted, buttered",Survey (FNDDS),salted butter,8.01,4.0,69.38,345.0
2708271,"Pretzels, soft, ready-to-eat, salted, no butter",Survey (FNDDS),salted butter,8.09,3.06,70.06,340.0
168597,"Nuts, cashew butter, plain, with salt added",SR Legacy,salted butter,12.1,53.0,30.3,609.0
172470,"Peanut butter, smooth style, without salt",SR Legacy,salted butter,22.2,51.4,22.3,598.0
170155,"Seeds, sunflower seed butter, without salt",SR Legacy,salted butter,17.3,55.2,23.3,617.0
