description,calories,protein,carbs,fat
"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored with Broccoli casserole with noodles and Bean salad, yellow and/or green string beans",623.1,43.8,63.7,21.8
"Beef shish kabob with vegetables, excluding potatoes with Rice, white, cooked, glutinous and Spinach souffle",589.6,36.7,63.0,21.1
"Chicken curry with Dirty rice and Pepper steak with Beef and noodles, no sauce",577.3,35.1,52.1,25.6
"Pork, chop, lean only eaten with Tuna noodle casserole with vegetables and mushroom sauce and Taco, corn tortilla, chicken, cheese with Macaroni or noodles, creamed, with cheese and tuna",836.6,89.6,45.1,32.2
"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Dirty rice and Green bean casserole with Fish, salmon, baked or broiled, coated",561.5,48.6,51.4,17.4
"Chicken thigh, rotisserie, skin eaten with Potato, mashed, NFS and Squash, winter, acorn, cooked, boiled, mashed, with salt with Burrito, chicken, cheese",688.2,45.4,52.2,34.1
"Chicken breast, sauteed, skin eaten with Fast foods, potato, mashed and Cauliflower, raw with Stir fried beef and vegetables in soy sauce",525.8,47.5,31.7,22.8
"Chicken breast, sauteed, skin eaten with Broccoli casserole with noodles and Corned beef patty",813.4,68.4,40.2,40.4
"Fish, salmon, grilled with Tuna casserole with vegetables and mushroom sauce, no noodles and Spinach and cheese casserole with Burrito, beef, cheese",827.7,69.2,31.0,46.9
"Tuna noodle casserole with mushroom sauce with Soup, potato and Kale, NS as to form, cooked",494.7,20.9,50.3,23.4
"Lasagna with chicken or turkey with Potato, baked, peel eaten and Stuffed pepper, with rice, meatless with Macaroni or noodles with cheese",855.9,36.0,97.0,36.2
"Swiss steak with CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta and Fried green beans with Spaghetti sauce with seafood",856.8,72.1,47.2,42.6
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork with Long rice noodles, made from mung beans, cooked and Spinach souffle with Tuna noodle casserole with vegetables, cream or white sauce",610.2,39.3,58.4,24.1
"Tuna noodle casserole with vegetables and mushroom sauce with Beef shish kabob with vegetables, excluding potatoes and Macaroni or noodles with cheese and tomato with Spaghetti sauce with meat",687.2,56.2,55.1,27.5
"Chicken thigh, sauteed, skin eaten with Rice, white, cooked, glutinous and Squash, winter, acorn, cooked, boiled, mashed, with salt",623.8,40.9,53.9,26.4
"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Couscous, cooked and Squash, winter, acorn, cooked, baked, without salt with Macaroni or noodles with cheese and tomato",482.4,34.7,70.1,8.3
"Duck, wild, breast, meat only, raw with Meat loaf with potatoes, vegetable, frozen meal and Taco, corn tortilla, chicken, cheese",750.8,71.2,38.4,33.7
"Pepper steak with Potato, mashed, NFS and Spinach souffle with Potato, roasted, from fresh, peel eaten, made with butter",788.3,40.6,60.4,43.8
"Fish, trout, grilled with Garlic bread, NFS and Ravioli, cheese and spinach-filled, with cream sauce with Chicken wing, grilled without sauce",883.1,59.7,58.2,44.4
"Chicken drumstick, baked, coated, skin / coating not eaten with Flavored pasta and Stuffed green pepper, Puerto Rican style",680.3,57.3,51.6,25.8
"Beef, ground, with egg and onion with Stuffed pepper, with rice, meatless and Tuna noodle casserole with vegetables and mushroom sauce with Rice dressing",769.5,45.8,41.9,45.4
"Pork, fresh, loin, tenderloin, separable lean and fat, raw with Stewed potatoes and Corned beef patty",724.8,55.2,54.1,31.0
"CRACKER BARREL, grilled sirloin steak with Beef shish kabob with vegetables, excluding potatoes and Squash, winter, acorn, cooked, boiled, mashed, with salt",691.1,93.0,21.0,26.9
"Fish, tilapia, grilled with Macaroni or noodles, creamed, with cheese and tuna and Cauliflower, raw with Spinach and cheese casserole",611.7,64.5,45.9,19.6
"Lamb, ground with Pasta, vegetable, cooked and Squash, winter, acorn, cooked, boiled, mashed, with salt with Cheese, cottage, with fruit",827.1,57.7,63.4,36.7
"TACO BELL, Soft Taco with chicken, cheese and lettuce with Tuna noodle casserole with cream or white sauce and Taco, corn tortilla, chicken, cheese",826.6,56.3,75.2,33.6
"Chicken curry with Lamb shish kabob with vegetables, excluding potatoes and Carrots, glazed, cooked with Ravioli, cheese and spinach-filled, with cream sauce",693.6,37.4,53.2,37.3
"Beef curry with Rice dressing and Bean salad, yellow and/or green string beans",480.8,18.2,55.5,20.9
"Biryani with chicken with Tuna noodle casserole with vegetables and mushroom sauce and Squash, winter, acorn, cooked, boiled, mashed, with salt with Cheese, cottage, with fruit",493.7,33.0,60.7,13.9
"Lamb or mutton loaf with Garlic bread, from frozen and Stuffed shells, with chicken, with tomato sauce with Tuna noodle casserole with cream or white sauce",884.4,50.2,76.1,42.1
"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Macaroni or noodles, creamed, with cheese and tuna and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Macaroni or noodles with cheese and meat",596.1,63.0,37.7,21.2
"Fish, trout, baked or broiled with Chicken curry with rice and Brussels sprouts, NS as to form, cooked",614.5,48.9,40.6,28.6
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork with Flavored pasta and Peppers, sweet, green, sauteed with Macaroni or noodles, creamed, with cheese and tuna",575.6,36.2,39.2,31.8
"Swiss steak with Spanish rice, no added fat and Stuffed green pepper, Puerto Rican style with Cheese, cottage, with vegetables",651.3,47.3,73.7,18.5
"Beef stew, canned entree with Spanish rice, NS as to fat and Stuffed jalapeno pepper",717.3,25.0,75.4,35.2
"Spanish rice with ground beef with Macaroni or noodles, creamed, with cheese and tuna and Taco, corn tortilla, chicken, cheese with Cheese, cottage, with fruit",716.8,47.2,68.2,27.9
"Turkey with gravy with Spanish rice with ground beef and Taco or tostada salad with chicken with Cheese, cottage, with fruit",749.2,69.7,49.3,28.9
"Beef, roast with Meat loaf with potatoes, vegetable, frozen meal and Spinach souffle with Taco, flour tortilla, chicken, cheese",806.9,73.4,31.9,42.4
"Duck, cooked, skin not eaten with Garlic bread, with melted cheese, from frozen and Stuffed pepper, with rice and meat",802.4,52.2,43.0,45.6
"Stir fried beef and vegetables in soy sauce with Beef shish kabob with vegetables, excluding potatoes and Beef and broccoli with Spaghetti sauce with poultry",632.2,60.1,25.4,32.5
"Chicken or turkey shish kabob with vegetables, excluding potatoes with Tuna casserole with vegetables and mushroom sauce, no noodles and Fried broccoli with Stir fried beef and vegetables in soy sauce",721.4,51.4,53.9,33.9
"Shrimp scampi with Rice noodles, cooked and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Ravioli, cheese and spinach-filled, with cream sauce",648.8,48.7,58.8,23.2
"Beef and broccoli with Sweet potato tots and Taco, corn tortilla, chicken, cheese with Rice dressing",827.9,39.0,90.5,43.6
"Turkey, ground with Potato pancake and Cauliflower, raw with Taco, corn tortilla, chicken, cheese",864.6,69.0,48.4,45.1
"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Sweet potato tots and Tuna noodle casserole with vegetables and mushroom sauce",823.2,44.2,113.9,35.5
"Chicken, roasting, dark meat, meat only, cooked, roasted with Tuna noodle casserole with vegetables, cream or white sauce and Cauliflower, raw with Pasta with sauce, NFS",633.5,60.2,36.5,26.8
"Fast Foods, crispy chicken filet sandwich, with lettuce and mayonnaise with Tuna casserole with vegetables and mushroom sauce, no noodles and Peppers, sweet, green, sauteed",741.3,31.5,60.4,42.9
"Duck, cooked, skin not eaten with Spanish rice, no added fat and Green bean casserole with Burrito, chicken, cheese",574.9,42.6,50.4,21.4
"Pork, chop, NS as to fat eaten with Lamb shish kabob with vegetables, excluding potatoes and Spinach, creamed",750.6,69.6,19.9,42.3
"Chicken curry with rice with Spanish rice, fat added and Spinach, creamed",565.9,18.1,75.1,21.0
"Beef, roast with Couscous, cooked and Ravioli, cheese and spinach-filled, with cream sauce",730.7,68.5,53.1,26.3
"Tuna casserole with vegetables and mushroom sauce, no noodles with Stuffed pepper, with rice and meat and Brussels sprouts, NS as to form, cooked with Clams, steamed or boiled",667.4,38.0,48.6,37.0
"Stuffed shells, with chicken, with tomato sauce with Stew, beef, with pasta and Squash, winter, acorn, cooked, baked, without salt with Pasta with sauce, NFS",567.4,38.8,67.6,16.5
"Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread with Beef shish kabob with vegetables, excluding potatoes and Broccoli casserole with rice with Spinach and cheese casserole",653.0,59.4,53.3,22.7
"Meatballs, meatless with Adobo, with noodles and Spinach souffle with Macaroni or noodles with cheese and egg",827.6,69.7,42.4,41.6
"Burrito, chicken, cheese with Chicken, chicken roll, roasted and Broccoli casserole with noodles",649.5,44.0,67.1,22.1
"Chicken thigh, rotisserie, skin not eaten with Tuna noodle casserole with vegetables, cream or white sauce and Fried cauliflower",825.1,61.1,47.4,43.5
"Chicken fillet, grilled with Wild rice, cooked and Squash, winter, acorn, cooked, baked, without salt with Fish, trout, baked or broiled",526.4,48.2,59.9,12.1
"Fish, tofu, and vegetables, tempura with Rice, white, cooked, glutinous and Broccoli casserole with rice",604.2,15.6,64.3,31.7
"Chicken breast, rotisserie, skin not eaten with Noodles, japanese, soba, cooked and Kale, NS as to form, cooked with Tuna casserole with vegetables and mushroom sauce, no noodles",612.6,76.8,50.3,13.5
"Pork shish kabob with vegetables, excluding potatoes with Fish shish kabob with vegetables, excluding potatoes and Stuffed jalapeno pepper with Taco, flour tortilla, chicken, cheese",682.2,55.1,42.5,32.3
"Chicken, roasting, dark meat, meat only, cooked, roasted with Quinoa, cooked and Spinach, creamed",668.8,53.2,50.4,26.8
"APPLEBEE'S, 9 oz house sirloin steak with Rice, white, cooked, glutinous and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Spinach, creamed",654.0,68.0,47.6,20.7
"Fish, bass, grilled with Noodles, cooked and Stuffed green pepper, Puerto Rican style",676.3,51.7,71.8,19.1
"Fish, tilapia, steamed with Stew, beef, with pasta and Corned beef patty",699.2,72.9,33.8,29.8
"Pastrami, turkey with Beef and noodles, no sauce and Mushrooms, white, stir-fried with Cheese, parmesan, hard",693.0,59.3,42.7,31.5
"Chicken thigh, rotisserie, skin not eaten with Rice pilaf and Ravioli, cheese and spinach-filled, with cream sauce",785.4,56.6,63.4,34.0
"Chicken, roasting, dark meat, meat only, cooked, roasted with Garlic bread, with melted cheese, from frozen and Taco, corn tortilla, chicken, cheese",789.2,67.2,43.2,37.7
"Chicken drumstick, baked, coated, skin / coating eaten with Rice, white, cooked, glutinous and Lasagna with meat and spinach",823.1,58.3,67.4,33.7
"Chicken breast, baked, coated, skin / coating eaten with Spanish rice, fat added and Stuffed shells, with chicken, with tomato sauce",890.5,75.5,71.5,32.1
"Meatball sandwich or sub with Rice noodles, cooked and Mushrooms, white, stir-fried with Tuna noodle casserole with cream or white sauce",549.3,24.7,85.3,12.4
"Chicken wing, grilled without sauce with Bread stuffing and Beef and broccoli with Tuna noodle casserole with mushroom sauce",836.3,59.2,25.7,53.4
"Fast Foods, crispy chicken filet sandwich, with lettuce and mayonnaise with Garlic bread, from fast food / restaurant and Pepper steak",844.2,36.7,77.0,43.4
"Stew, beef, with pasta with Potato, baked, peel eaten and Macaroni or noodles with cheese and tomato with Burrito, beef, cheese",709.8,30.4,99.0,21.5
"Beef and broccoli with Pasta with sauce, NFS and Peppers, sweet, green, sauteed with Spinach, creamed",766.9,33.9,55.1,46.6
"Beef, ground, with egg and onion with Chicken, chicken roll, roasted and Taco, corn tortilla, chicken, cheese",834.1,84.4,22.2,44.4
"Chicken breast, rotisserie, skin not eaten with Tuna noodle casserole with mushroom sauce and Ravioli, cheese and spinach-filled, with cream sauce with Burrito, chicken, cheese",815.5,83.8,55.9,28.5
"Lomi salmon with Pasta, cooked, enriched, with added salt and Spinach, creamed with Chicken breast, grilled with sauce, skin eaten",516.6,29.9,64.0,14.8
"Chicken, roasting, dark meat, meat only, cooked, roasted with Bread stuffing and Squash, winter, acorn, cooked, baked, without salt with Burrito, cheese only",535.2,41.8,38.9,23.4
"Chicken, chicken roll, roasted with Chicken, chicken roll, roasted and Fried broccoli with Spaghetti sauce with seafood",585.9,56.7,28.2,27.2
"Taco, fish with Garlic bread, with melted cheese, from frozen and Squash, winter, acorn, cooked, baked, without salt",811.9,28.1,92.8,38.1
"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored with Rolls, dinner, wheat and Fried cauliflower with Macaroni or noodles with cheese and egg",727.5,46.8,68.3,30.0
"TACO BELL, Soft Taco with chicken, cheese and lettuce with Pork shish kabob with vegetables, excluding potatoes and Pepper steak",834.0,70.8,55.4,36.6
"Pork, chop, stuffed with Garlic bread, with melted cheese, from frozen and Beef and broccoli with Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",736.1,51.3,39.6,40.3
"Tuna casserole with vegetables and mushroom sauce, no noodles with Stewed potatoes and Pepper steak with Macaroni or noodles, creamed, with cheese and tuna",723.7,43.1,64.4,33.2
"Chicken thigh, stewed, skin eaten with Stuffed pepper, with rice, meatless and Corned beef patty with Stuffed shells, with chicken, with tomato sauce",848.8,51.1,36.7,55.1
"Beef and noodles, no sauce with Spanish rice with ground beef and Spinach and cheese casserole",843.6,49.5,72.4,39.2
"Chicken curry with rice with Potato, baked, peel eaten and Spinach and cheese casserole with Macaroni or noodles with cheese and tomato",590.0,23.0,89.1,17.2
"Chicken breast, rotisserie, skin not eaten with Rolls, dinner, wheat and Peppers, sweet, green, sauteed with Fish, salmon, baked or broiled",666.5,68.0,32.3,31.4
"Fish, halibut, greenland, cooked, dry heat with Tuna noodle casserole with vegetables and mushroom sauce and Broccoli casserole with noodles",775.2,49.8,48.5,41.5
"Soup, chicken with Beef shish kabob with vegetables, excluding potatoes and Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread with Burrito, cheese only",706.4,68.8,50.9,25.0
"Fish curry with Chicken, chicken roll, roasted and Macaroni or noodles with cheese and tomato with Cheese, cottage, with fruit",512.5,32.8,43.9,23.5
"TACO BELL, Soft Taco with steak with Broccoli casserole with rice and Peppers, sweet, green, sauteed with Spaghetti sauce with seafood",754.1,30.7,66.4,42.4
"Beef, roast with Garlic bread, with melted cheese, from frozen and Spinach souffle",667.7,54.4,31.7,35.8
"Stew, beef with Quinoa, no added fat and Kale, NS as to form, cooked with Fish, salmon, baked or broiled, coated",592.1,32.8,65.0,21.9
"Chicken breast, grilled with sauce, skin eaten with Spanish rice, no added fat and Fried cauliflower with Tuna noodle casserole with vegetables, cream or white sauce",808.3,47.5,80.2,32.0
"Tuna noodle casserole with cream or white sauce with Tuna casserole with vegetables and mushroom sauce, no noodles and Ravioli, cheese and spinach-filled, with cream sauce with Pulled pork in barbecue sauce",801.9,47.0,75.6,34.8
"Chicken thigh, sauteed, skin eaten with Pork shish kabob with vegetables, excluding potatoes and Carrots, glazed, cooked",826.3,73.4,28.2,45.1
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw with Stewed potatoes and Ravioli, cheese and spinach-filled, with cream sauce with Chicken wing, grilled with sauce",825.8,45.9,63.5,42.4
"Turkey with gravy with Pinto beans and white rice and Mushrooms, white, stir-fried with Chicken breast, grilled with sauce, skin eaten",552.2,50.5,53.5,15.2
"Lamb, ground with Fish shish kabob with vegetables, excluding potatoes and Mushrooms, white, stir-fried with Clams, steamed or boiled",568.7,59.8,16.9,29.1
"Pork shish kabob with vegetables, excluding potatoes with Chicken, chicken roll, roasted and Stuffed pepper, with rice and meat",473.8,47.2,16.9,23.6
"Beef shish kabob with vegetables, excluding potatoes with Long rice noodles, made from mung beans, cooked and Tuna noodle casserole with mushroom sauce",645.1,44.1,76.3,18.1
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw with Macaroni or noodles with cheese and egg and Kale, NS as to form, cooked",701.2,42.0,37.5,41.8
"Duck, cooked, skin not eaten with Pasta, vegetable, cooked and Tuna noodle casserole with vegetables and mushroom sauce",749.1,61.3,62.0,26.8
"Restaurant, Italian, chicken parmesan without pasta with Garlic bread, frozen and Tuna noodle casserole with mushroom sauce with Cheese, parmesan, hard",829.5,55.4,57.0,41.6
"Chicken wing, sauteed with Rice noodles, cooked and Broccoli casserole with noodles",687.6,38.4,63.7,29.4
"Beef shish kabob with vegetables, excluding potatoes with Sweet potato tots and Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread with Squash, winter, butternut, cooked, baked, with salt",761.1,45.3,101.0,30.5
"Fish curry with Rolls, dinner, wheat and Carrots, glazed, cooked",539.9,17.8,76.5,18.9
"Stuffed shells, with chicken, with tomato sauce with Potato, mashed, from restaurant and Kale, NS as to form, cooked with Squash, winter, butternut, cooked, baked, with salt",562.8,26.8,64.3,23.1
"Shrimp scampi with Garlic bread, frozen and Fried green beans",803.6,31.5,65.8,45.4
"Chicken, roasting, dark meat, meat only, cooked, roasted with Tuna noodle casserole with mushroom sauce and Bean salad, yellow and/or green string beans with Tuna noodle casserole with cream or white sauce",798.9,65.9,52.2,35.2
"Taco, corn tortilla, chicken, cheese with Pork shish kabob with vegetables, excluding potatoes and Kale, NS as to form, cooked with Chicken wing, grilled with sauce",811.3,65.9,47.2,39.6
"Meatballs, meatless with Restaurant, Mexican, spanish rice and Stuffed pepper, with rice and meat",889.0,46.6,82.3,41.2
"Stew, beef with Garlic bread, from frozen and Fried cauliflower with Beef and noodles, no sauce",782.4,28.7,75.0,40.8
"Chicken drumstick, baked, coated, skin / coating eaten with Quinoa, cooked and Broccoli casserole with noodles",794.1,50.0,81.3,28.8
"Fish, tilapia, steamed with Pasta with sauce, NFS and Spinach souffle",558.1,51.0,43.8,19.7
"Chicken, chicken roll, roasted with Noodle pudding and Beef and broccoli",847.7,70.0,58.8,37.6
"Fish, tilapia, grilled with Spanish rice, fat added and Kale, NS as to form, cooked",466.5,45.9,35.5,15.4
"Fish, salmon, canned with Meat loaf with potatoes, vegetable, frozen meal and Tuna noodle casserole with mushroom sauce with Cheese, parmesan, hard",733.4,78.3,31.1,32.5
"Chicken breast, rotisserie, skin eaten with Stewed potatoes and Tuna noodle casserole with vegetables and mushroom sauce",730.0,69.2,49.6,28.5
"Chicken wing, sauteed with Potato from Puerto Rican style stuffed pot roast, with gravy and Lasagna with meat and spinach",768.9,54.4,42.0,41.6
"Pork, pickled pork hocks with Fast foods, potato, mashed and Tuna noodle casserole with vegetables and mushroom sauce with Macaroni or noodles, creamed, with cheese and tuna",682.1,49.1,52.0,31.2
"Stew, beef, with pasta with Spanish rice, fat added and Fried green beans with TACO BELL, Soft Taco with chicken, cheese and lettuce",724.1,29.2,85.0,28.9
"Chicken thigh, sauteed, skin not eaten with Black beans and white rice and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",830.5,80.0,54.7,31.4
"Chicken, roasting, meat only, cooked, roasted with Broccoli casserole with rice and Peppers, sweet, green, sauteed with Taco, corn tortilla, chicken, cheese",640.1,51.7,36.0,32.6
"Shrimp, fried with Stuffed pepper, with rice and meat and Stuffed pepper, with rice and meat",867.4,41.6,48.7,55.1
"Swiss steak with Garlic bread, with melted cheese, from frozen and Spinach, creamed with Pasta with sauce, NFS",611.1,37.4,47.8,29.9
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork with Potato, roasted, from fresh, peel eaten, made with butter and Stuffed jalapeno pepper with Tuna noodle casserole with mushroom sauce",885.3,53.4,64.7,46.9
"Beef curry with Tuna noodle casserole with mushroom sauce and Tuna noodle casserole with vegetables and mushroom sauce with Tuna casserole with vegetables and mushroom sauce, no noodles",678.4,44.9,61.0,28.7
"Soup, chicken with Spanish rice, NS as to fat and Stuffed jalapeno pepper with Rice dressing",734.3,26.3,79.3,35.0
"Chicken curry with rice with Rice noodles, cooked and Stuffed shells, with chicken, with tomato sauce with Macaroni or noodles with cheese",665.8,31.2,99.8,15.7
"Tuna casserole with vegetables and mushroom sauce, no noodles with Rice, white, cooked, glutinous and Ravioli, cheese and spinach-filled, with cream sauce",607.1,28.5,77.4,20.2
"Chicken, chicken roll, roasted with Chicken, chicken roll, roasted and Beef and broccoli with Stuffed shells, with chicken, with tomato sauce",529.4,67.0,9.5,24.5
"TACO BELL, Soft Taco with steak with Flavored pasta and Stuffed green pepper, Puerto Rican style",736.1,35.9,75.7,32.1
"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Beans and brown rice and Pepper steak with Spaghetti sauce with seafood",708.6,59.4,60.2,26.2
"Shrimp cocktail with Potato, baked, peel eaten and Ravioli, cheese and spinach-filled, with cream sauce",589.2,35.1,81.0,13.9
"Orange chicken with Bread stuffing and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",737.8,47.2,60.4,34.0
"Restaurant, Italian, chicken parmesan without pasta with Noodles, cooked and Stuffed jalapeno pepper with Squash, winter, butternut, cooked, baked, with salt",852.9,45.3,80.4,39.4
"Turkey, ground with Stuffed pepper, with rice, meatless and Stuffed pepper, with rice and meat",855.2,54.1,37.4,53.7
"Chicken drumstick, baked, coated, skin / coating not eaten with Rice noodles, cooked and Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread with Cheese, parmesan, hard",818.6,71.9,71.1,24.6
"Chicken drumstick, baked, coated, skin / coating eaten with Beans and white rice and Squash, winter, acorn, cooked, baked, without salt with Potato, roasted, from fresh, peel eaten, made with butter",707.5,48.9,68.0,26.7
"Chicken thigh, sauteed, skin not eaten with Garlic bread, from frozen and Salmon salad",828.0,58.5,35.0,48.9
"Chicken wing, grilled without sauce with Potato, roasted, from fresh, peel eaten, made with margarine and Squash, winter, acorn, cooked, baked, without salt with Squash, winter, butternut, cooked, baked, with salt",761.8,40.4,76.8,33.9
"Fish curry with Potato, mashed, NFS and Stuffed pepper, with meat with Macaroni or noodles, creamed, with cheese and tuna",648.7,26.5,46.7,39.8
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork with Flavored pasta and Tuna noodle casserole with mushroom sauce",509.9,41.0,41.6,19.8
"Meatballs, meatless with Fast foods, potato, mashed and Spinach and cheese casserole with Spaghetti sauce with seafood",686.0,44.8,62.4,29.7
"Lamb, ground with Garlic bread, with melted cheese, from frozen and Stuffed green pepper, Puerto Rican style",881.9,60.9,39.2,51.8
"Tuna noodle casserole with mushroom sauce with Quinoa, fat added and Broccoli casserole with rice",612.5,28.4,75.1,22.3
"Fish, bass, steamed with Beans and white rice and Spinach and cheese casserole with Chicken breast, grilled with sauce, skin eaten",707.7,58.8,64.0,23.9
"Stir fried beef and vegetables in soy sauce with Chicken or turkey shish kabob with vegetables, excluding potatoes and Tuna noodle casserole with vegetables and mushroom sauce with Cheese, cottage, NFS",571.9,58.3,36.6,22.2
"Fish, tilapia, NFS with Tuna noodle casserole with mushroom sauce and Ravioli, cheese and spinach-filled, with cream sauce",663.9,55.9,47.5,27.8
"Beef, ground, with egg and onion with Potato patty and Corned beef patty",871.4,50.5,39.2,56.2
"Lomi salmon with Garlic bread, frozen and Stuffed green pepper, Puerto Rican style",586.3,31.7,60.0,24.2
"Chicken breast, sauteed, skin eaten with Chicken, chicken roll, roasted and Spinach, creamed",614.2,73.2,6.6,31.1
"Beef, steak, flank with Rice dressing and Squash, winter, acorn, cooked, baked, without salt with Spaghetti sauce with meat",670.0,54.4,46.6,30.2
"Fish, cod, steamed with Rice noodles, cooked and Macaroni or noodles with cheese and tomato",486.2,35.8,61.4,9.8
"Chicken breast, baked, coated, skin / coating not eaten with Meat loaf with potatoes, vegetable, frozen meal and Taco, corn tortilla, chicken, cheese with Taco, corn tortilla, chicken, cheese",844.3,83.0,41.5,37.1
"Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread with Macaroni or noodles, creamed, with cheese and tuna and Spinach, creamed with Chicken breast, grilled with sauce, skin eaten",721.4,50.5,69.9,25.3
"Fish, trout, fried with Shrimp shish kabob with vegetables, excluding potatoes and Stuffed shells, with chicken, with tomato sauce",806.3,67.0,54.4,35.1
"Duck, cooked, skin not eaten with Potato, baked, NFS and Pepper steak",767.4,65.5,47.5,34.3
"Beef stew, canned entree with Pasta, cooked, enriched, with added salt and Taco, corn tortilla, chicken, cheese",862.5,46.6,105.0,28.0
"Fish, halibut, greenland, cooked, dry heat with Beans and white rice and Tuna noodle casserole with vegetables and mushroom sauce",871.1,52.8,70.4,41.3
"Tuna noodle casserole with vegetables and mushroom sauce with Quinoa, no added fat and Cauliflower, raw",451.8,24.6,63.6,11.7
